Wall time,Step,Value
1701982594.792146,466240,0.08759015053510666
1701982687.8325362,466560,0.028238805010914803
1701982780.3771415,466880,0.138041689991951
1701982873.2875628,467200,0.244736909866333
1701982966.4571617,467520,0.1215103343129158
1701983059.1847413,467840,0.06276484578847885
1701983152.9334624,468160,0.191572368144989
1701983245.952614,468480,0.054213203489780426
1701983339.5412705,468800,0.052351534366607666
1701983432.8395853,469120,0.03447754308581352
1701983525.780877,469440,0.09316794574260712
1701983619.0443587,469760,0.05295033007860184
1701983712.7890737,470080,0.05241335555911064
1701983806.0290713,470400,0.06030973792076111
1701983899.2323775,470720,0.08500756323337555
1701983993.1620226,471040,0.024073582142591476
1701984086.1139638,471360,0.04664216935634613
1701984178.9024947,471680,0.03336041793227196
1701984272.6433244,472000,0.054041072726249695
1701984365.6905143,472320,0.06895498931407928
1701984454.7430894,472640,0.045589156448841095
1701984548.424094,472960,0.08182087540626526
1701984641.9420834,473280,0.06684093922376633
1701984735.754889,473600,0.03768773749470711
1701984828.8527842,473920,0.03918108344078064
1701984922.3208332,474240,0.03526785969734192
1701985015.2472076,474560,0.03354331851005554
1701985109.0195389,474880,0.13405495882034302
1701985201.843946,475200,0.028585374355316162
1701985295.2037191,475520,0.03454922139644623
1701985387.9688299,475840,0.04758751764893532
1701985481.1977127,476160,0.04284506291151047
1701985574.4509912,476480,0.09121744334697723
1701985667.4903998,476800,0.1074468120932579
1701985760.4696298,477120,0.040624942630529404
1701985854.3391752,477440,0.030845891684293747
1701985947.6450114,477760,0.022686539217829704
1701986040.8471105,478080,0.038601987063884735
1701986134.7029483,478400,0.06096084415912628
1701986227.6093433,478720,0.13169968128204346
1701986320.505805,479040,0.05634092167019844
1701986414.825511,479360,0.048175252974033356
1701986508.3679373,479680,0.05222113057971001
1701986601.3556042,480000,0.06145679950714111
1701986694.9056487,480320,0.028049880638718605
1701986788.4250202,480640,0.11014886200428009
1701986882.3014755,480960,0.06691927462816238
1701986975.8076475,481280,0.08884155750274658
1701987064.8418686,481600,0.060039274394512177
1701987158.250886,481920,0.04384494200348854
1701987251.9457927,482240,0.035215213894844055
1701987345.8144267,482560,0.03456725925207138
1701987439.4798954,482880,0.04258972033858299
1701987532.9189446,483200,0.05265884846448898
1701987626.9063096,483520,0.05705208331346512
1701987720.3515036,483840,0.15431703627109528
1701987814.0965402,484160,0.14329387247562408
1701987907.345492,484480,0.028170309960842133
1701988001.144732,484800,0.09114967286586761
1701988090.5832868,485120,0.04578937217593193
1701988184.0468452,485440,0.1304250955581665
1701988277.4039583,485760,0.03377244994044304
1701988370.6826403,486080,0.07822315394878387
1701988461.8457055,486400,0.0634106919169426
1701988555.2983341,486720,0.04763026162981987
1701988648.8155663,487040,0.060184430330991745
1701988742.7035995,487360,0.06368972361087799
1701988836.3089702,487680,0.11242906004190445
1701988930.0335042,488000,0.058394789695739746
1701989023.19719,488320,0.032201409339904785
1701989116.5831196,488640,0.024705491960048676
1701989210.378391,488960,0.024604586884379387
1701989304.0839944,489280,0.07008063793182373
1701989398.2930272,489600,0.0585860051214695
1701989487.6852853,489920,0.10643309354782104
1701989581.330334,490240,0.06993725150823593
1701989674.596406,490560,0.05915997177362442
1701989767.9521246,490880,0.05843735858798027
1701989861.4442635,491200,0.0401049442589283
1701989955.2824416,491520,0.09068256616592407
1701990049.0159853,491840,0.09973599016666412
1701990142.2832227,492160,0.03394969180226326
1701990235.405566,492480,0.06356614828109741
1701990328.5421083,492800,0.06907297670841217
1701990422.2651074,493120,0.08138542622327805
1701990516.0698183,493440,0.05916294828057289
1701990605.5552099,493760,0.07886214554309845
1701990699.4518673,494080,0.07592663913965225
1701990792.5663693,494400,0.05361054837703705
1701990885.7208345,494720,0.04126782715320587
1701990979.416937,495040,0.06264644116163254
1701991073.1686335,495360,0.07589275389909744
1701991166.7114825,495680,0.0589466467499733
1701991260.1517584,496000,0.044266536831855774
1701991353.7313018,496320,0.06847856938838959
1701991447.4988637,496640,0.04985370486974716
1701991541.107549,496960,0.03399038314819336
1701991634.7296717,497280,0.036803748458623886
1701991727.906543,497600,0.06972132623195648
1701991821.1004672,497920,0.06895426660776138
1701991913.9419758,498240,0.03244318813085556
1701992007.1458733,498560,0.08717922866344452
1701992100.8542025,498880,0.05987006053328514
1701992195.0086136,499200,0.05942586809396744
1701992288.3120973,499520,0.027989577502012253
1701992381.320621,499840,0.03480148687958717
1701992474.7826765,500160,0.05334492027759552
1701992568.1225185,500480,0.10178998112678528
1701992661.0318103,500800,0.02714763954281807
1701992754.4429991,501120,0.03479909151792526
1701992847.4875424,501440,0.029805632308125496
1701992932.592036,501760,0.018334582448005676
1701993026.0074522,502080,0.09434665739536285
1701993119.4437635,502400,0.03878280892968178
1701993212.874961,502720,0.04527167230844498
1701993306.6071951,503040,0.033381856977939606
1701993395.7217798,503360,0.3369465470314026
1701993489.495871,503680,0.02836167812347412
1701993582.65657,504000,0.03963847458362579
1701993676.4343462,504320,0.010645125061273575
1701993769.8921065,504640,0.05239294096827507
1701993863.190265,504960,0.04853842407464981
1701993956.313889,505280,0.10795114934444427
1701994049.561191,505600,0.05822012573480606
1701994143.0692272,505920,0.058933235704898834
1701994236.5392635,506240,0.03294411301612854
1701994329.8493316,506560,0.09847187250852585
1701994423.177912,506880,0.056497104465961456
1701994516.7630026,507200,0.07870243489742279
1701994610.3825448,507520,0.057654574513435364
1701994703.517963,507840,0.04837213084101677
1701994797.1341496,508160,0.05075457692146301
1701994890.2199588,508480,0.04173789173364639
1701994984.2735822,508800,0.07253951579332352
1701995078.1129746,509120,0.06578212976455688
1701995171.573148,509440,0.05561098828911781
