Wall time,Step,Value
1711663636.4335647,96,0.01681416481733322
1711663897.579506,320,0.012039290741086006
1711664262.712724,672,0.01974518597126007
1711664381.6680558,784,0.008838281035423279
1711664394.4126956,800,0.03163251653313637
1711664627.814669,1024,0.013501852750778198
1711664648.0471694,1040,0.016370180994272232
1711664699.0024579,1104,0.006451199296861887
1711664762.7420573,1168,0.02845538966357708
1711664862.162975,1264,0.05076298862695694
1711664943.8226411,1344,0.02157522737979889
1711665061.0987823,1456,0.01777319796383381
1711665215.9448812,1616,0.02060471661388874
1711665282.585702,1680,0.0188748799264431
1711665348.7775612,1744,0.04513665288686752
1711665577.0875869,1968,0.007279929239302874
1711665689.9999723,2080,0.03126235678792
1711665721.1639624,2112,0.04246102273464203
1711665974.0977798,2336,0.028249992057681084
1711666027.3162339,2384,0.01868319883942604
1711666180.583835,2544,0.006261786445975304
1711666225.8690712,2592,0.04203196242451668
1711666266.981782,2624,0.014850342646241188
1711666304.8107457,2656,0.02167132869362831
1711666426.3107774,2784,0.011863946914672852
1711666744.1106188,3088,0.05553159490227699
1711666947.2704766,3280,0.05100920423865318
1711666978.9757323,3312,0.006284691393375397
1711667132.983973,3440,0.02593357488512993
1711667375.0077696,3696,0.004404095932841301
1711667605.239421,3936,0.02893383800983429
1711667631.4417837,3952,0.0571756586432457
1711667879.5062745,4160,0.028028327971696854
1711667891.9974573,4176,0.02721465565264225
1711668097.4886487,4368,0.03441835939884186
1711668150.307933,4416,0.06096116453409195
1711668274.2755523,4544,0.0309248436242342
1711668319.5169842,4592,0.013643653132021427
1711668488.6229737,4752,0.002031697193160653
1711668851.6677337,5088,0.02744252420961857
1711668896.9805264,5136,0.0067327930592000484
1711668944.0414667,5184,0.042688533663749695
1711669325.750221,5568,0.020652594044804573
1711669526.1403236,5760,0.011982670053839684
1711669618.8180127,5856,0.013712815940380096
1711669665.8994098,5888,0.016047142446041107
1711669861.5808415,6080,0.015307869762182236
1711669979.6674352,6208,0.026320504024624825
1711670050.6611884,6272,0.002163304015994072
1711670084.462855,6304,0.01331917941570282
1711670256.493759,6464,0.025168433785438538
1711670294.0826962,6496,0.034758560359478
1711670479.763066,6672,0.010749953798949718
1711670605.5208678,6784,0.02340676449239254
1711670823.5712473,7008,0.005390002392232418
1711670838.047606,7024,0.0013435344444587827
1711670869.4798758,7056,0.012900036759674549
1711670995.0001876,7168,0.027063041925430298
1711671237.4234486,7408,0.011653630994260311
1711671304.4873466,7472,0.014630797319114208
1711671478.5472558,7616,0.04971209913492203
1711671492.2545886,7632,0.011156763881444931
1711671564.2258098,7712,0.04559112712740898
1711671584.629343,7728,0.006213671062141657
1711671679.4432063,7824,0.023964863270521164
1711672062.1040883,8192,0.025846099480986595
1711672094.6671393,8224,0.01179316733032465
1711672106.8074737,8240,0.01703432947397232
1711672118.6187408,8256,0.0030198683962225914
1711672172.2589374,8304,0.023508504033088684
1711672210.7377338,8336,0.013792558573186398
1711672439.8654273,8560,0.01742691546678543
1711672450.5948973,8576,0.00237857922911644
1711672490.2871463,8608,0.03551533818244934
1711672531.1240242,8640,0.023038756102323532
1711672568.708968,8672,0.0012860684655606747
1711672667.3932235,8768,0.011114903725683689
1711672772.500646,8864,0.008667581714689732
1711672851.2031922,8928,0.03744453936815262
1711672950.0964513,9024,0.011802112683653831
1711672988.6036737,9056,0.013186385855078697
1711673069.932392,9120,0.0231272354722023
1711673416.6523335,9472,0.014841257594525814
1711673482.987835,9536,0.012944533489644527
1711673516.1959505,9568,0.02026435174047947
1711673813.7490566,9856,0.033027999103069305
1711673995.2303872,10000,0.03017200529575348
1711674074.3556426,10080,0.01147776935249567
1711674106.0350668,10096,0.0019058140460401773
1711674252.3328779,10224,0.023915205150842667
1711674356.3824053,10320,0.019920827820897102
1711674369.0894616,10336,0.03946959227323532
1711674600.399948,10560,0.000981721910648048
1711674806.2688642,10704,0.013596673496067524
1711674965.804879,10832,0.011864732019603252
1711674979.6533446,10848,0.012742440216243267
1711675328.229201,11104,0.016998831182718277
1711675359.7042012,11136,0.01996828243136406
1711675852.2014592,11568,0.0012524175690487027
1711675925.4045672,11632,0.033141206949949265
1711676046.2067106,11728,0.024468274787068367
1711676272.1939554,11936,0.0010630995966494083
1711676659.488563,12256,0.01023559458553791
1711676865.5688412,12432,0.02943650633096695
1711676885.3006136,12448,0.02260994166135788
1711677012.6708462,12544,0.035027213394641876
1711677126.7073677,12640,0.03395795077085495
1711677417.6411414,12896,0.019301747903227806
1711677431.1230578,12912,0.014806084334850311
1711677477.8661532,12944,0.03682960942387581
1711677670.4876993,13136,0.037353359162807465
1711677886.4871202,13344,0.002631307579576969
1711678330.1878781,13744,0.0037760864943265915
1711678476.0145411,13888,0.0064508989453315735
1711678568.9233716,13968,0.002799839712679386
1711678898.4987633,14208,0.0010768037755042315
1711679111.5118208,14384,0.0018831375055015087
1711679191.7500398,14448,0.003309893887490034
1711679791.6462517,14912,0.017040638253092766
1711679832.6596723,14944,0.0019498602487146854
1711680018.6433847,15104,0.0039864592254161835
1711680154.4774292,15216,0.011858542449772358
1711680459.850806,15440,0.016009507700800896
1711681214.8952563,16016,0.0014978647232055664
1711681267.4836285,16064,0.0005763255758211017
1711681311.9936724,16096,0.002721764612942934
1711681556.5514765,16272,0.014647970907390118
1711681718.188049,16384,0.019545719027519226
1711681819.9045577,16448,0.00329043110832572
1711681873.9835255,16480,0.0024391538463532925
1711682040.9868953,16624,0.01759902387857437
1711682452.7670984,16928,0.0013046995736658573
1711682743.7379456,17152,0.048719361424446106
1711682776.99649,17168,0.013023032806813717
1711682811.0071921,17200,0.0354757159948349
1711682911.961495,17264,0.0011596997501328588
1711683089.3955524,17408,0.02170812338590622
1711683362.05048,17600,0.019419627264142036
1711683462.9793193,17664,0.05283357575535774
1711683521.6335292,17696,0.044865578413009644
1711683576.6551938,17744,0.013143251650035381
1711683624.04043,17776,0.003067735815420747
1711683664.2973304,17808,0.035460904240608215
1711683891.1378052,17968,0.04807613044977188
1711683977.483043,18032,0.039156898856163025
1711684103.2196984,18144,0.057497501373291016
1711684153.0526304,18176,0.03694779798388481
1711684396.042622,18368,0.011970051564276218
1711684516.3139665,18448,0.035621240735054016
1711684529.7966611,18464,0.005814217031002045
1711684810.0112815,18656,0.03639685735106468
