Wall time,Step,Value
1701808350.5367904,640,0.4559820294380188
1701808428.6138358,960,0.07366878539323807
1701808522.8300061,1280,0.09219688177108765
1701808617.319273,1600,0.15627391636371613
1701808706.8841975,1920,0.12791915237903595
1701808801.0656095,2240,0.10711542516946793
1701808895.2193556,2560,0.12375088036060333
1701808985.087195,2880,0.11250089108943939
1701809075.5858853,3200,0.11097314208745956
1701809161.7587147,3520,0.10032181441783905
1701809252.1289043,3840,0.12072379142045975
1701809342.3994706,4160,0.20767700672149658
1701809436.7693813,4480,0.2105758637189865
1701809527.19598,4800,0.163311168551445
1701809621.8295846,5120,0.1203451156616211
1701809715.9929798,5440,0.20048776268959045
1701809793.8880866,5760,0.20571056008338928
1701809887.5844865,6080,0.14626897871494293
1701809981.562831,6400,0.1639462560415268
1701810071.4201758,6720,0.14088702201843262
1701810165.7413812,7040,0.1633598655462265
1701810259.867669,7360,0.25065603852272034
1701810354.1028948,7680,0.2438565194606781
1701810444.5564466,8000,0.2776838541030884
1701810534.4624333,8320,0.31228458881378174
1701810628.8119476,8640,0.17711611092090607
1701810722.5738065,8960,0.3109131455421448
1701810812.4507978,9280,0.3500872850418091
1701810902.7796474,9600,0.19125092029571533
1701810992.741001,9920,0.19888480007648468
1701811079.0985384,10240,0.11580277234315872
1701811173.445657,10560,0.1272311508655548
1701811263.751482,10880,0.15981273353099823
1701811353.7663,11200,0.20508715510368347
1701811447.379564,11520,0.20405252277851105
1701811541.8019152,11840,0.32840535044670105
1701811631.7013824,12160,0.16384080052375793
1701811725.7355285,12480,0.14572972059249878
1701811815.5492299,12800,0.14992967247962952
1701811905.3962314,13120,0.19403012096881866
1701811995.9605663,13440,0.20296336710453033
1701812090.1050107,13760,0.2402772307395935
1701812183.9211612,14080,0.18684248626232147
1701812273.9241364,14400,0.14872875809669495
1701812368.4434607,14720,0.24883316457271576
1701812462.4416716,15040,0.2839844822883606
1701812552.733766,15360,0.26597777009010315
1701812643.3075569,15680,0.21002215147018433
1701812737.9986458,16000,0.32714539766311646
1701812832.6862082,16320,0.16528035700321198
1701812923.0574245,16640,0.1735946089029312
1701813017.2600458,16960,0.19906310737133026
1701813106.8351917,17280,0.16080491244792938
1701813197.4722545,17600,0.13095912337303162
1701813291.6192143,17920,0.12539784610271454
1701813381.7642934,18240,0.20709189772605896
1701813475.4349072,18560,0.15298160910606384
1701813570.0172265,18880,0.177373006939888
1701813664.822204,19200,0.21386006474494934
1701813759.8895261,19520,0.21106676757335663
1701813854.3835714,19840,0.22791661322116852
1701813944.272045,20160,0.23818030953407288
1701814022.1975698,20480,0.12846018373966217
1701814112.5503345,20800,0.19940286874771118
1701814202.7970498,21120,0.14378179609775543
1701814292.8594575,21440,0.156857430934906
1701814387.2845237,21760,0.20673827826976776
1701814473.8459156,22080,0.21202853322029114
1701814564.2380545,22400,0.12786602973937988
1701814658.669034,22720,0.22439609467983246
1701814752.81382,23040,0.1756325364112854
1701814846.946751,23360,0.16667930781841278
1701814936.8543134,23680,0.25546327233314514
1701815031.6749842,24000,0.13828006386756897
1701815122.1982002,24320,0.2302875816822052
1701815207.7306323,24640,0.36117780208587646
1701815301.9955816,24960,0.3084274232387543
1701815397.1705716,25280,0.1518145203590393
1701815491.5033743,25600,0.16772641241550446
1701815586.0935338,25920,0.18561922013759613
1701815679.9792275,26240,0.13277944922447205
1701815766.0213897,26560,0.1509203165769577
1701815856.2747214,26880,0.14021551609039307
1701815950.3391495,27200,0.17367218434810638
1701816044.2321398,27520,0.16647997498512268
1701816134.640365,27840,0.18339335918426514
1701816228.570799,28160,0.19469156861305237
1701816322.8510091,28480,0.1692579686641693
1701816417.0851896,28800,0.16108782589435577
1701816511.2398412,29120,0.17350855469703674
1701816605.665072,29440,0.1467723846435547
1701816699.976962,29760,0.12533104419708252
1701816789.7905192,30080,0.15915952622890472
1701816880.3723137,30400,0.10959818959236145
1701816973.9934309,30720,0.18190711736679077
1701817068.0124903,31040,0.1493944525718689
1701817162.2993817,31360,0.11549363285303116
1701817255.625643,31680,0.11934749037027359
1701817345.7769096,32000,0.10644175112247467
1701817435.86721,32320,0.1367499828338623
1701817529.708088,32640,0.17360728979110718
1701817620.2557724,32960,0.275552898645401
1701817710.7403233,33280,0.22071704268455505
1701817800.7473736,33600,0.19280822575092316
1701817882.3721662,33920,0.1474086344242096
1701817976.2301188,34240,0.10080403834581375
1701818070.1883082,34560,0.15203113853931427
1701818164.1408486,34880,0.12942948937416077
1701818259.0534422,35200,0.18157058954238892
1701818352.5289452,35520,0.10935114324092865
1701818446.8796184,35840,0.14416873455047607
1701818541.3665426,36160,0.1412239670753479
1701818635.4418104,36480,0.11609841883182526
1701818725.7922401,36800,0.14883753657341003
1701818816.1657534,37120,0.12881073355674744
1701818910.542867,37440,0.16007213294506073
1701819000.9658368,37760,0.15552732348442078
1701819094.8731616,38080,0.1519920825958252
1701819188.8886387,38400,0.2787301540374756
1701819283.2302828,38720,0.09662356972694397
1701819377.3571966,39040,0.09715516865253448
1701819471.5930798,39360,0.10524196922779083
1701819561.3689685,39680,0.11273904144763947
1701819655.413498,40000,0.20164377987384796
1701819749.6549327,40320,0.10902335494756699
1701819844.02744,40640,0.1146712377667427
1701819938.2497857,40960,0.13309121131896973
1701820032.411474,41280,0.14426368474960327
1701820126.5688972,41600,0.19742700457572937
1701820220.8489377,41920,0.1353585124015808
1701820310.3420062,42240,0.12988798320293427
1701820399.5594652,42560,0.14473021030426025
1701820493.398029,42880,0.13798895478248596
1701820587.2048655,43200,0.09963688254356384
1701820680.7571156,43520,0.14072616398334503
1701820774.7180486,43840,0.11928921192884445
1701820868.1254992,44160,0.16713173687458038
1701820962.425514,44480,0.13409502804279327
1701821056.7370293,44800,0.13661497831344604
1701821147.182321,45120,0.13166166841983795
1701821236.9212945,45440,0.09627819806337357
1701821330.782236,45760,0.06554117798805237
1701821420.039349,46080,0.17698216438293457
1701821513.9560556,46400,0.14619973301887512
1701821599.5898576,46720,0.1402006596326828
1701821693.8033354,47040,0.10585494339466095
1701821788.2072194,47360,0.21248292922973633
1701821882.2468534,47680,0.12443440407514572
1701821976.9872808,48000,0.14667567610740662
1701822070.7632148,48320,0.1634841412305832
1701822160.810292,48640,0.10628987848758698
1701822255.066706,48960,0.0796591266989708
1701822349.4922924,49280,0.13526183366775513
1701822443.212608,49600,0.10363282263278961
1701822537.2272315,49920,0.11158914864063263
1701822631.0661566,50240,0.128770112991333
1701822724.9285948,50560,0.14336732029914856
1701822818.8340092,50880,0.11062760651111603
1701822913.0990546,51200,0.1707715392112732
1701823006.6910613,51520,0.13053004443645477
1701823092.4761643,51840,0.13696913421154022
1701823182.282496,52160,0.17643588781356812
1701823272.4911392,52480,0.19660520553588867
1701823362.9766538,52800,0.08931317180395126
1701823456.822485,53120,0.14958889782428741
1701823551.0611937,53440,0.1753346025943756
1701823641.697661,53760,0.17386150360107422
1701823735.2545002,54080,0.12516607344150543
1701823820.9256456,54400,0.14053350687026978
1701823910.66313,54720,0.15017981827259064
1701824004.9818082,55040,0.16872400045394897
1701824099.289216,55360,0.1438617706298828
1701824193.7590175,55680,0.1701856106519699
1701824287.7562988,56000,0.1256408840417862
1701824378.0584695,56320,0.13940846920013428
1701824472.0849938,56640,0.13926634192466736
1701824566.7751722,56960,0.20800703763961792
1701824660.8326883,57280,0.09081125259399414
1701824754.9760475,57600,0.15422606468200684
1701824844.9067714,57920,0.1604200005531311
1701824939.0495744,58240,0.13007226586341858
1701825033.1580188,58560,0.07682869583368301
1701825127.371363,58880,0.07438579946756363
1701825222.2879615,59200,0.0772547498345375
1701825317.470854,59520,0.08461593091487885
1701825411.7437742,59840,0.08171697705984116
1701825506.054927,60160,0.11789660155773163
1701825596.2733305,60480,0.11747267097234726
1701825689.8214984,60800,0.10185059159994125
1701825783.7400374,61120,0.08715963363647461
1701825878.4160206,61440,0.15347638726234436
1701825973.0169344,61760,0.11365652829408646
1701826063.0079834,62080,0.09523710608482361
1701826157.0048804,62400,0.09459205716848373
1701826251.4147928,62720,0.11471031606197357
1701826345.0213883,63040,0.12918443977832794
